aX	aY	aZ	gX	gY	gZ	
-2.7743	2.0330	2.0403	-290.5273	-181.0303	-111.5112
-2.1718	1.8187	1.6516	-105.8960	-54.3213	-59.2041
-1.5992	1.5918	1.2280	34.9731	44.2505	0.4272
-1.2294	1.3811	0.9285	134.2773	95.6421	55.0537
-1.0391	1.0756	0.5646	209.7168	100.5249	94.1162
-0.9967	0.7557	0.1484	261.6577	77.0264	108.2153
-1.0507	0.4819	-0.2357	288.5742	47.4243	104.9194
-1.1433	0.2653	-0.4932	292.3584	32.6538	95.8862
-1.1351	0.0865	-0.6262	277.9541	37.4146	83.4961
-1.1357	-0.0497	-0.6698	254.9438	47.4854	72.6929
-1.1564	-0.1577	-0.6650	227.4780	51.9409	65.6128
-1.3716	-0.0345	-0.3920	192.6880	52.6733	60.4858
-1.1061	-0.2386	-0.6108	179.9927	49.1943	53.5889
-0.9634	-0.3534	-0.6083	161.4990	24.1699	64.2090
-1.0341	-0.2748	-0.4474	136.4136	8.6060	72.3267
-1.1654	-0.2251	-0.3635	123.7183	-5.1270	80.0171
-1.1514	-0.2350	-0.3413	120.5444	-14.5874	89.5996
-1.0004	-0.2373	-0.2776	118.0420	-20.4468	95.7642
-0.9220	-0.2258	-0.2059	117.8589	-26.0010	97.2900
-0.9379	-0.1923	-0.1292	121.2769	-35.9497	94.7266
-0.9680	-0.1583	-0.0685	128.1738	-40.5884	90.0879
-0.9691	-0.1216	-0.0092	139.2212	-36.1938	84.4116
-0.9600	-0.0857	0.0151	153.2593	-23.8037	78.6743
-0.9553	-0.0679	-0.0079	168.4570	-7.6294	72.2656
-0.9275	-0.0686	-0.0471	182.6782	10.0098	64.3921
-0.9082	-0.0754	-0.0836	194.7021	26.7334	55.4199
-0.8810	-0.1034	-0.1270	204.5898	39.6729	46.5088
-0.8326	-0.1229	-0.1735	211.2427	49.9878	38.6353
-0.8340	-0.1493	-0.2238	215.0269	56.3354	32.3486
-0.8624	-0.1622	-0.2396	215.8203	59.3872	27.8931
-0.8960	-0.1683	-0.2313	215.5151	60.5469	25.2686
-0.9197	-0.1654	-0.2423	215.2710	61.8896	22.7051
-0.9387	-0.1619	-0.2505	214.1724	65.5518	20.2026
-0.9100	-0.1870	-0.2572	210.5103	67.3828	18.7378
-0.8722	-0.2032	-0.2886	203.9795	65.6128	17.0898
-0.8193	-0.2339	-0.3221	192.0776	57.6172	15.9912
-0.7743	-0.2510	-0.3267	175.9644	43.3960	15.5029
-0.7708	-0.2522	-0.3403	159.3628	22.8271	15.6860
-0.8105	-0.2621	-0.3126	143.2495	-1.6479	18.1274
-0.8859	-0.2440	-0.2952	130.2490	-25.5127	22.0337
-0.9429	-0.2299	-0.3115	122.1924	-42.7856	27.4048
-0.9746	-0.2257	-0.2959	116.3330	-51.6968	33.0200
-1.0011	-0.2175	-0.2863	111.9385	-53.4058	38.0859
-1.0417	-0.1980	-0.2871	109.9854	-48.0957	40.3442
-1.0665	-0.1824	-0.2778	110.5347	-34.8511	40.6494
-1.0708	-0.1698	-0.2759	113.4644	-15.7471	38.5132
-1.0643	-0.1633	-0.2825	119.2627	7.8735	33.9355
-1.0240	-0.1693	-0.2906	126.7700	33.8135	29.5410
-0.9872	-0.1868	-0.3022	134.6436	56.3354	26.2451
